ID,ID_comu,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,prov_residencia_persona_en_situacion_violencia,pais_nacimiento_persona_en_situacion_de_violencia,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
249808,2022007673,Mujer,39,1,ARG,Ex pareja,Varon
249809,2022007674,Mujer,29,1,ARG,Ex pareja,Varon
249810,2022007675,Mujer,42,1,ARG,Ex pareja,Varon
249811,2022007676,Mujer,51,1,ARG,Ex pareja,Varon
249812,2022007677,Mujer,30,1,,Pareja,Varon
249813,2022007678,Mujer,44,1,ARG,Ex pareja,Varon
249814,2022007679,Mujer,33,1,,Ex pareja,Varon
249815,2022007680,Mujer,59,1,ARG,Pareja,Varon
249816,2022007681,Mujer,,1,ARG,Ex pareja,Varon
249817,2022007682,Mujer,35,1,ARG,Ex pareja,Varon
249818,2022007683,Mujer,,1,,Ex pareja,Varon
249819,2022007684,Mujer,32,1,,Ex pareja,Varon
249820,2022007685,Mujer,44,1,ARG,Pareja,Varon
249821,2022007686,Mujer,42,2,ARG,,Varon
249822,2022007687,Mujer,39,2,ARG,Ex pareja,Varon
249823,2022007688,Mujer,42,2,,Ex pareja,Varon
249824,2022007689,Mujer,40,2,ARG,Otro,Varon
249825,2022007690,Mujer,36,2,ARG,Ex pareja,Varon
249826,2022007691,Mujer,20,2,ARG,Ex pareja,Varon
249827,2022007692,Mujer,28,2,,Ex pareja,Varon
249828,2022007693,Mujer,54,2,BOL,Pareja,Varon
249829,2022007694,Mujer,27,2,ARG,Ex pareja,Varon
249830,2022007695,Mujer,26,2,,Ex pareja,Varon
249831,2022007696,Mujer,42,1,ARG,Ex pareja,Varon
249832,2022007697,Mujer,38,2,ARG,Otro,Varon
249833,2022007698,Mujer,,2,ARG,Otro,Varon
249834,2022007699,Mujer,50,2,ARG,Ex pareja,Varon
249835,2022007700,Mujer,48,2,,Pareja,Varon
249836,2022007701,Mujer,43,2,,Ex pareja,Varon
249837,2022007702,Mujer,41,2,,Ex pareja,Varon
249838,2022007703,Mujer,55,2,PRY,Ex pareja,Varon
249839,2022007704,Mujer,,2,,Ex pareja,Varon
249840,2022007705,Mujer,20,2,ARG,Padre o tutor,Varon
249841,2022007706,Mujer,33,2,ARG,Ex pareja,Varon
249842,2022007707,Mujer,44,2,BOL,Ex pareja,Varon
249843,2022007708,,28,2,,Ex pareja,
249844,2022007709,Mujer,33,2,ARG,Ex pareja,Varon
249845,2022007710,,32,2,,Otro,
249846,2022007711,,25,2,VEN,Ex pareja,
249847,2022007712,Mujer,31,2,ARG,Ex pareja,Varon
249848,2022007713,Mujer,38,2,ARG,Ex pareja,
249849,2022007714,Mujer,,24,ARG,Ex pareja,Varon
249850,2022007715,Mujer,,1,,Otro,
249851,2022007716,Varon,,16,,Pareja,Varon
249852,2022007717,Mujer,28,24,ARG,Ex pareja,Varon
249853,2022007718,Mujer,,24,ARG,,
249854,2022007719,Mujer,24,1,ARG,Pareja,Varon
249855,2022007720,Mujer,,1,ARG,,Varon
249856,2022007721,Mujer,24,11,,Ex pareja,
249857,2022007722,Mujer,46,21,ARG,Pareja,Varon
249858,2022007723,Mujer,,1,,,
249859,2022007724,Mujer,28,6,ARG,,
249860,2022007725,Mujer,25,1,ARG,Ex pareja,Varon
249861,2022007726,Mujer,42,1,ARG,,
249862,2022007727,Mujer,,1,ARG,Ex pareja,Varon
249863,2022007728,Mujer,43,19,ARG,Pareja,Varon
249864,2022007729,Mujer,35,24,,Ex pareja,Varon
249865,2022007730,Mujer,66,1,,Pareja,Varon
249866,2022007731,Mujer,36,1,ARG,Pareja,Varon
249867,2022007732,Varon,23,12,ARG,Ex pareja,Varon
249868,2022007733,Mujer,41,15,ARG,Ex pareja,Varon
249869,2022007734,Mujer,,6,ARG,Ex pareja,Varon
249870,2022007735,Mujer,35,1,,Ex pareja,Varon
249871,2022007736,Mujer,50,1,ARG,Pareja,Varon
249872,2022007737,Mujer,61,6,,Pareja,Varon
249873,2022007738,Mujer,33,6,,Ex pareja,Varon
249874,2022007739,Mujer,47,20,ARG,Pareja,Varon
249875,2022007740,Mujer,24,1,ARG,Pareja,
249876,2022007741,Mujer,41,21,,Ex pareja,Varon
249877,2022007742,Mujer,,1,,Ex pareja,Varon
249878,2022007743,Mujer,,1,ARG,Pareja,Varon
249879,2022007744,Mujer,32,1,ARG,Ex pareja,Varon
249880,2022007745,Mujer,,10,ARG,Otro,
249881,2022007746,Mujer,,1,,Ex pareja,Varon
249882,2022007747,Mujer,,1,ARG,Ex pareja,
249883,2022007748,Mujer,,1,,,
249884,2022007749,Mujer,20,6,ARG,Ex pareja,Varon
249885,2022007750,Mujer,42,1,ARG,Pareja,Varon
249886,2022007751,Mujer,,1,ARG,Pareja,Varon
249887,2022007752,Mujer,31,1,,Pareja,Varon
249888,2022007753,Mujer,22,1,ARG,Pareja,Varon
249889,2022007754,Mujer,28,1,ARG,Pareja,Varon
249890,2022007755,Mujer,20,17,ARG,Pareja,Varon
249891,2022007756,Mujer,25,1,ARG,Pareja,Varon
249892,2022007757,Mujer,27,1,ARG,Pareja,Varon
249893,2022007758,Mujer,,10,,Pareja,Varon
249894,2022007759,Mujer,29,1,,Pareja,Varon
249895,2022007760,Mujer,36,1,ARG,Otro familiar,Varon
249896,2022007761,Mujer,38,1,ARG,Ex pareja,Varon
249897,2022007762,Mujer,60,1,ARG,Pareja,Varon
249898,2022007763,Mujer,30,1,,Ex pareja,Varon
249899,2022007764,Mujer,22,1,ARG,Ex pareja,Varon
249900,2022007765,Mujer,25,1,ARG,Pareja,Varon
249901,2022007766,Mujer,35,1,ARG,Ex pareja,Varon
249902,2022007767,Mujer,17,1,ARG,Ex pareja,Varon
249903,2022007768,Mujer,47,1,ARG,Pareja,Varon
249904,2022007769,Mujer,22,1,ARG,Ex pareja,Varon
249905,2022007770,Mujer,60,1,,Otro familiar,Varon
249906,2022007771,Mujer,47,1,ARG,Ex pareja,Varon
249907,2022007772,Mujer,42,1,ARG,Ex pareja,Varon
249908,2022007773,Mujer,23,1,ARG,Ex pareja,Varon
249909,2022007774,Mujer,60,1,ARG,Superior jerarquico,Varon
249910,2022007775,Mujer,47,1,ARG,Ex pareja,Varon
249911,2022007776,Mujer,40,1,ARG,Pareja,Varon
249912,2022007777,Mujer,40,1,ARG,Ex pareja,Varon
249913,2022007778,Mujer,34,1,ARG,Ex pareja,Varon
249914,2022007779,Mujer,,1,ARG,Pareja,Varon
249915,2022007780,Mujer,39,1,,Pareja,Varon
249916,2022007781,Mujer,,1,,Otro,Varon
249917,2022007782,Mujer,36,1,ARG,Ex pareja,Varon
249918,2022007783,Mujer,26,1,ARG,Pareja,Varon
249919,2022007784,Mujer,35,2,VEN,Pareja,Varon
249920,2022007785,Mujer,49,2,ARG,Pareja,Varon
249921,2022007786,Mujer,41,2,ARG,Pareja,Varon
249922,2022007787,Mujer,,1,ARG,Pareja,Varon
249923,2022007788,Mujer,,1,ARG,Pareja,Varon
249924,2022007789,Mujer,40,2,ARG,Pareja,Varon
249925,2022007790,Mujer,30,2,ARG,Pareja,Varon
249926,2022007791,Mujer,26,2,ARG,Pareja,Varon
249927,2022007792,Mujer,32,2,ARG,Pareja,Varon
249928,2022007793,Mujer,26,1,ARG,Ex pareja,Varon
249929,2022007794,Mujer,24,2,ARG,Ex pareja,Varon
249930,2022007795,Mujer,19,2,ARG,Otro,Varon
249931,2022007796,Mujer,41,2,,Ex pareja,Varon
249932,2022007797,Mujer,9,2,ARG,Otro,Varon
249933,2022007798,Mujer,49,2,,Pareja,Varon
249934,2022007799,Mujer,25,2,ARG,Ex pareja,Varon
249935,2022007800,,24,2,,Otro,
249936,2022007801,,50,2,,Ex pareja,
249937,2022007802,Mujer,57,2,ARG,Otro familiar,Varon
249938,2022007803,Mujer,30,2,ARG,Ex pareja,Varon
249939,2022007804,Mujer,,1,,Pareja,Varon
249940,2022007805,Mujer,33,1,ARG,Ex pareja,Varon
249941,2022007806,Mujer,,1,,Pareja,Varon
249942,2022007807,Mujer,23,17,ARG,Ex pareja,Varon
249943,2022007808,Mujer,38,6,ARG,Pareja,Varon
249944,2022007809,Mujer,,1,PRY,Pareja,Varon
249945,2022007810,Mujer,49,21,ARG,Ex pareja,Varon
249946,2022007811,Mujer,41,1,ARG,Ex pareja,
249947,2022007812,Mujer,30,17,ARG,Ex pareja,Varon
249948,2022007813,Mujer,28,1,ARG,,
249949,2022007814,Mujer,32,6,ARG,,
249950,2022007815,Mujer,43,19,ARG,,
249951,2022007816,Mujer,,19,ARG,,
249952,2022007817,Mujer,36,1,ARG,Ex pareja,Varon
249953,2022007818,Mujer,19,1,ARG,Otro,Varon
249954,2022007819,Mujer,37,1,ARG,Ex pareja,Varon
249955,2022007820,Mujer,31,1,ARG,Pareja,Varon
249956,2022007821,Mujer,32,1,,Pareja,Varon
249957,2022007822,Mujer,,8,ARG,Ex pareja,Varon
249958,2022007823,Mujer,50,13,ARG,Ex pareja,Varon
249959,2022007824,Mujer,,1,ARG,Pareja,Varon
249960,2022007825,Mujer,,12,ARG,Ex pareja,Varon
249961,2022007826,Mujer,,1,,Ex pareja,Varon
249962,2022007827,Varon,,1,,Pareja,Varon
249963,2022007828,Mujer,24,11,,Ex pareja,Varon
249964,2022007829,Mujer,,1,,Pareja,Varon
249965,2022007830,Mujer,36,8,,Pareja,Varon
249966,2022007831,Mujer,17,6,,Pareja,Varon
249967,2022007832,Mujer,,6,ARG,Pareja,Varon
249968,2022007833,Mujer,31,22,,Pareja,Varon
249969,2022007834,Mujer,26,5,ARG,Pareja,Varon
249970,2022007835,Mujer,43,21,ARG,Ex pareja,Varon
249971,2022007836,Mujer,,10,ARG,Pareja,Varon
249972,2022007837,Mujer,70,1,ARG,Otro familiar,Mujer
249973,2022007838,Mujer,39,1,ARG,Pareja,Varon
249974,2022007839,Mujer,,1,,Pareja,Varon
249975,2022007840,Mujer,38,1,ARG,Ex pareja,Varon
249976,2022007841,Mujer,33,1,ARG,Otro,Varon
249977,2022007842,Mujer,40,1,ARG,Pareja,Varon
249978,2022007843,Mujer,56,1,,Ex pareja,Varon
249979,2022007844,Mujer,65,1,ARG,Otro familiar,Mujer
249980,2022007845,Mujer,22,1,ARG,Pareja,Varon
249981,2022007846,Mujer,17,1,,Ex pareja,Varon
249982,2022007847,Mujer,30,1,,Otro familiar,Mujer
249983,2022007848,Mujer,38,1,,Pareja,Varon
249984,2022007849,Mujer,31,1,,Pareja,Varon
249985,2022007850,Mujer,43,1,ARG,Ex pareja,Varon
249986,2022007851,Mujer,32,1,ARG,Ex pareja,Varon
249987,2022007852,Mujer,41,1,,Ex pareja,Varon
249988,2022007853,Mujer,25,1,,Otro,Otro
249989,2022007854,Mujer,55,1,ARG,Pareja,Varon
249990,2022007855,Mujer,37,1,,Ex pareja,Varon
249991,2022007856,Mujer,33,2,ARG,Ex pareja,Varon
249992,2022007857,Mujer,43,1,PRY,,Varon
249993,2022007858,Mujer,30,2,ARG,,Varon
249994,2022007859,Varon,64,1,ARG,Pareja,Mujer
249995,2022007860,Mujer,32,2,ARG,Ex pareja,Varon
249996,2022007861,Mujer,41,2,PRY,Pareja,Varon
249997,2022007862,Mujer,65,2,,Ex pareja,Varon
249998,2022007863,Mujer,,2,PRY,Ex pareja,Varon
249999,2022007864,Mujer,33,2,BOL,Ex pareja,Varon
250000,2022007865,Mujer,,2,ARG,Ex pareja,Varon
250001,2022007866,Mujer,40,2,ARG,Ex pareja,Varon
250002,2022007867,Mujer,55,2,ARG,Otro,Mujer
250003,2022007868,Mujer,18,2,PER,Otro,Mujer
250004,2022007869,Mujer,60,2,ARG,Ex pareja,Varon
250005,2022007870,Mujer,40,2,,Otro,Mujer
250006,2022007871,Mujer,42,,,Otro,Varon
250007,2022007872,Mujer,31,2,,Ex pareja,Varon
250008,2022007873,Mujer,42,2,ARG,Ex pareja,Varon
250009,2022007874,Mujer,39,2,PRY,Ex pareja,Varon
250010,2022007875,Mujer,26,,ARG,Ex pareja,Varon
250011,2022007876,Mujer,43,2,,Ex pareja,Varon
250012,2022007877,Mujer,17,2,ARG,Pareja,Varon
250013,2022007878,,23,2,,Pareja,
250014,2022007879,Mujer,28,1,ARG,Ex pareja,Varon
250015,2022007880,Mujer,42,19,ARG,Pareja,Varon
250016,2022007881,Mujer,40,1,ARG,Otro,Varon
250017,2022007882,Mujer,42,4,ARG,Pareja,Varon
250018,2022007883,Mujer,40,4,ARG,Ex pareja,Varon
250019,2022007884,Mujer,35,24,ARG,Pareja,Varon
250020,2022007885,Mujer,28,24,ARG,Ex pareja,
250021,2022007886,Mujer,28,24,ARG,Otro,Varon
250022,2022007887,Mujer,,1,,,
250023,2022007888,Mujer,30,10,ARG,Ex pareja,Varon
250024,2022007889,Mujer,,1,ARG,Otro,Varon
250025,2022007890,Mujer,33,19,ARG,Ex pareja,Varon
250026,2022007891,Mujer,20,1,ARG,Ex pareja,Varon
250027,2022007892,Mujer,37,7,,Ex pareja,Varon
250028,2022007893,Mujer,20,1,ARG,Ex pareja,Varon
250029,2022007894,Mujer,,24,ARG,Ex pareja,Varon
250030,2022007895,Mujer,26,6,,Pareja,Varon
250031,2022007896,Mujer,19,16,,Pareja,Varon
250032,2022007897,Mujer,,8,ARG,Pareja,
250033,2022007898,Mujer,25,10,ARG,Ex pareja,Varon
250034,2022007899,Mujer,31,1,PRY,Pareja,Varon
250035,2022007900,Mujer,43,1,ARG,Ex pareja,Varon
250036,2022007901,Mujer,29,9,ARG,Ex pareja,Varon
250037,2022007902,Mujer,31,21,,Ex pareja,Varon
250038,2022007903,Mujer,34,1,ARG,Ex pareja,Varon
250039,2022007904,Mujer,24,9,ARG,Ex pareja,Varon
250040,2022007905,Mujer,,24,ARG,Pareja,Varon
250041,2022007906,Mujer,,1,,Ex pareja,Varon
250042,2022007907,Mujer,,1,,Pareja,Varon
250043,2022007908,Mujer,43,1,PRY,Otro familiar,Varon
250044,2022007909,Mujer,27,1,,Ex pareja,Varon
250045,2022007910,Mujer,,1,ARG,Ex pareja,Varon
250046,2022007911,Mujer,,1,,Ex pareja,Varon
250047,2022007912,Mujer,38,1,ARG,Ex pareja,Varon
250048,2022007913,Mujer,,1,,Ex pareja,Varon
250049,2022007914,Mujer,37,1,ARG,Ex pareja,Varon
250050,2022007915,Mujer,32,1,ARG,Ex pareja,Varon
250051,2022007916,Mujer,27,1,,Pareja,Varon
250052,2022007917,Mujer,32,1,ARG,Ex pareja,Varon
250053,2022007918,Mujer,24,1,ARG,Ex pareja,Varon
250054,2022007919,Mujer,44,1,,Pareja,Varon
250055,2022007920,Mujer,,1,ARG,Ex pareja,Varon
250056,2022007921,Mujer,38,1,ARG,Ex pareja,Varon
250057,2022007922,Mujer,35,1,,Otro familiar,Varon
250058,2022007923,Mujer,30,1,,Pareja,Varon
250059,2022007924,Mujer,19,1,ARG,Ex pareja,Varon
250060,2022007925,Varon,25,1,ARG,Otro,Varon
250061,2022007926,Mujer,36,1,,Pareja,Varon
250062,2022007927,Mujer,19,1,ARG,Ex pareja,Varon
250063,2022007928,Mujer,24,1,,Pareja,Varon
250064,2022007929,Mujer,27,1,PRY,Ex pareja,Varon
250065,2022007930,,40,2,ARG,Otro,Varon
250066,2022007931,Mujer,33,2,,Ex pareja,Varon
250067,2022007932,Mujer,41,1,ARG,Otro,Varon
250068,2022007933,Mujer,30,1,ARG,Pareja,Varon
250069,2022007934,Mujer,25,2,BRA,Ex pareja,Varon
250070,2022007935,Mujer,38,2,,Ex pareja,Varon
250071,2022007936,Mujer,39,1,ARG,,
250072,2022007937,Mujer,49,2,,Ex pareja,Varon
250073,2022007938,Mujer,54,2,ARG,Otro,Mujer
250074,2022007939,Mujer,23,2,,Ex pareja,Varon
250075,2022007940,Mujer,51,2,ARG,Ex pareja,Varon
250076,2022007941,Mujer,25,2,PER,Ex pareja,
250077,2022007942,,,2,,Otro,
250078,2022007943,Mujer,15,2,,Padre o tutor,Varon
250079,2022007944,Mujer,34,2,ARG,Ex pareja,Varon
250080,2022007945,Mujer,39,2,ARG,Ex pareja,Varon
250081,2022007946,,38,2,BOL,,
250082,2022007947,,,2,PER,Pareja,Varon
250083,2022007948,Mujer,58,13,ARG,Ex pareja,Varon
250084,2022007949,Mujer,46,24,ARG,Pareja,Varon
250085,2022007950,Mujer,26,10,ARG,Pareja,Varon
250086,2022007951,Mujer,40,1,ARG,,
250087,2022007952,Mujer,47,19,CHL,Pareja,Varon
250088,2022007953,Mujer,28,1,PER,Ex pareja,Varon
250089,2022007954,Mujer,30,1,ARG,Pareja,Varon
250090,2022007955,Mujer,29,14,ARG,Ex pareja,Varon
250091,2022007956,Mujer,25,13,ARG,Pareja,Varon
250092,2022007957,Mujer,50,12,ARG,,
250093,2022007958,Mujer,45,6,ARG,Pareja,Varon
250094,2022007959,Mujer,,1,ARG,Ex pareja,Varon
250095,2022007960,Mujer,32,1,,Pareja,Varon
250096,2022007961,Mujer,28,1,ARG,Pareja,Varon
250097,2022007962,Mujer,36,1,ARG,Ex pareja,Varon
250098,2022007963,Mujer,44,6,,Ex pareja,Varon
250099,2022007964,Mujer,25,1,PRY,Pareja,Varon
250100,2022007965,Mujer,,13,ARG,Superior jerarquico,Varon
250101,2022007966,Mujer,16,1,,Padre o tutor,
250102,2022007967,Mujer,59,24,,Ex pareja,Varon
250103,2022007968,Mujer,47,21,ARG,Otro,Varon
250104,2022007969,Mujer,,1,ARG,Ex pareja,Varon
250105,2022007970,Mujer,36,21,ARG,Ex pareja,Varon
250106,2022007971,Mujer,,1,ARG,Pareja,Varon
250107,2022007972,Mujer,34,1,,Padre o tutor,Varon
250108,2022007973,Mujer,29,7,ARG,Pareja,Varon
250109,2022007974,Mujer,22,1,,Padre o tutor,Varon
250110,2022007975,Mujer,29,1,,Ex pareja,Varon
250111,2022007976,Mujer,49,1,,Otro familiar,Mujer
250112,2022007977,Mujer,47,1,ARG,Ex pareja,Varon
250113,2022007978,Mujer,25,1,ARG,Pareja,Varon
250114,2022007979,Mujer,27,1,ARG,Ex pareja,Varon
250115,2022007980,Mujer,45,1,,Ex pareja,Varon
250116,2022007981,Mujer,,1,ARG,Ex pareja,Varon
250117,2022007982,Mujer,,1,,Pareja,Varon
250118,2022007983,Mujer,,1,,Pareja,Varon
250119,2022007984,Mujer,40,1,ARG,Ex pareja,Varon
250120,2022007985,Mujer,,1,,Pareja,Varon
250121,2022007986,Mujer,39,1,,Otro familiar,Varon
250122,2022007987,Mujer,18,1,ARG,Padre o tutor,Varon
250123,2022007988,Mujer,25,1,,Ex pareja,Varon
250124,2022007989,Mujer,38,1,,Ex pareja,Varon
250125,2022007990,Mujer,39,1,BOL,Ex pareja,Varon
250126,2022007991,Mujer,41,1,ARG,Pareja,Varon
250127,2022007992,Mujer,42,1,ARG,Ex pareja,Varon
250128,2022007993,Mujer,31,1,PRY,Pareja,Varon
250129,2022007994,,40,2,ARG,Ex pareja,Varon
250130,2022007995,Mujer,34,2,BOL,Pareja,Varon
250131,2022007996,Mujer,,2,URY,Ex pareja,Varon
250132,2022007997,Mujer,41,1,,Otro,Varon
250133,2022007998,,30,2,ARG,Pareja,Varon
250134,2022007999,Mujer,32,2,,Ex pareja,Varon
250135,2022008000,Mujer,19,2,ARG,Pareja,Varon
250136,2022008001,Mujer,,2,,Otro,Mujer
250137,2022008002,Mujer,21,2,ARG,Ex pareja,Varon
250138,2022008003,Mujer,46,2,ARG,Pareja,Varon
250139,2022008004,Mujer,26,2,,Ex pareja,Varon
250140,2022008005,,39,2,,,Varon
250141,2022008006,Mujer,38,2,,Otro,Varon
250142,2022008007,Mujer,41,17,ARG,Ex pareja,Varon
250143,2022008008,Mujer,,19,,Ex pareja,Varon
250144,2022008009,Mujer,,3,,Pareja,Varon
250145,2022008010,Mujer,27,1,ARG,Pareja,Varon
250146,2022008011,Mujer,20,1,ARG,Pareja,Varon
250147,2022008012,Mujer,45,1,ARG,Pareja,Varon
250148,2022008013,Mujer,38,19,ARG,Pareja,Varon
250149,2022008014,Mujer,30,23,ARG,Pareja,Varon
250150,2022008015,Mujer,24,1,ARG,Pareja,Varon
250151,2022008016,Mujer,27,1,ARG,Ex pareja,Varon
250152,2022008017,Mujer,15,13,ARG,Pareja,Varon
250153,2022008018,Mujer,16,1,ARG,Otro,Varon
250154,2022008019,Mujer,21,13,ARG,Ex pareja,Varon
250155,2022008020,Mujer,56,1,ARG,Ex pareja,Varon
250156,2022008021,Mujer,39,7,ARG,Ex pareja,Varon
250157,2022008022,Mujer,29,24,ARG,Pareja,Varon
250158,2022008023,Mujer,32,1,ARG,Pareja,Varon
250159,2022008024,Mujer,,1,,Ex pareja,Varon
250160,2022008025,Mujer,,1,ARG,Ex pareja,Varon
250161,2022008026,Transgenero,,1,,Otro,
250162,2022008027,Mujer,42,1,BOL,Pareja,Varon
250163,2022008028,Mujer,25,8,ARG,Pareja,Varon
250164,2022008029,Mujer,35,18,ARG,Ex pareja,Varon
250165,2022008030,Mujer,29,18,ARG,Pareja,Varon
250166,2022008031,Mujer,40,24,ARG,Pareja,Varon
250167,2022008032,Mujer,20,1,,Otro,Varon
250168,2022008033,Mujer,33,1,ARG,Pareja,Varon
250169,2022008034,Mujer,27,1,ARG,Ex pareja,Varon
250170,2022008035,Mujer,42,1,,Pareja,Varon
250171,2022008036,Mujer,40,1,ARG,Pareja,Varon
250172,2022008037,Mujer,30,21,VEN,Ex pareja,Varon
250173,2022008038,Mujer,29,1,ARG,Ex pareja,Varon
250174,2022008039,Mujer,42,10,ARG,Ex pareja,Varon
250175,2022008040,Mujer,26,21,ARG,Ex pareja,Varon
250176,2022008041,Mujer,40,21,ARG,Pareja,Varon
250177,2022008042,Mujer,45,13,ARG,Pareja,Varon
250178,2022008043,Mujer,51,1,ARG,Ex pareja,Varon
250179,2022008044,Mujer,40,1,ARG,Ex pareja,Varon
250180,2022008045,Mujer,,1,ARG,Ex pareja,Varon
250181,2022008046,Mujer,30,1,,Pareja,Varon
250182,2022008047,Mujer,23,1,,Otro familiar,Varon
250183,2022008048,Mujer,21,1,ARG,Otro familiar,Varon
250184,2022008049,Mujer,52,1,ARG,Ex pareja,Varon
250185,2022008050,Mujer,63,1,,Otro familiar,Varon
250186,2022008051,Mujer,77,1,ARG,Madre o tutor,Mujer
250187,2022008052,Mujer,20,1,,Otro familiar,Varon
250188,2022008053,Mujer,29,1,ARG,Pareja,Varon
250189,2022008054,Mujer,27,1,,Ex pareja,Varon
250190,2022008055,Mujer,36,1,ARG,Ex pareja,Varon
250191,2022008056,Mujer,50,1,ARG,Ex pareja,Varon
250192,2022008057,Mujer,47,1,PRY,Ex pareja,Varon
250193,2022008058,Mujer,16,1,,Otro familiar,Varon
250194,2022008059,Mujer,23,1,PRY,Pareja,Varon
250195,2022008060,Mujer,,,,,
250196,2022008061,Mujer,29,1,,Ex pareja,Varon
250197,2022008062,Mujer,57,2,,Pareja,Varon
250198,2022008063,Mujer,74,2,,Pareja,Varon
250199,2022008064,Mujer,24,1,,Pareja,Varon
250200,2022008065,Mujer,35,2,ARG,Ex pareja,Varon
250201,2022008066,Mujer,,2,,Otro,Varon
250202,2022008067,Mujer,39,2,ARG,Pareja,Varon
250203,2022008068,Mujer,66,2,ARG,Ex pareja,Varon
250204,2022008069,Mujer,,2,ARG,Ex pareja,Varon
250205,2022008070,Mujer,44,1,ARG,Pareja,Varon
250206,2022008071,Mujer,38,1,,Ex pareja,Varon
250207,2022008072,Mujer,,15,ARG,Pareja,Varon
250208,2022008073,Mujer,,24,ARG,Pareja,Varon
250209,2022008074,Mujer,27,8,ARG,Ex pareja,Varon
250210,2022008075,Mujer,19,8,ARG,Pareja,Varon
250211,2022008076,Mujer,,24,,Ex pareja,Varon
250212,2022008077,Mujer,47,1,ARG,Pareja,Varon
250213,2022008078,Mujer,,21,,,Varon
250214,2022008079,Mujer,,13,,Pareja,Varon
250215,2022008080,Mujer,39,1,ARG,Pareja,Varon
250216,2022008081,Mujer,,1,,Pareja,Varon
250217,2022008082,Mujer,40,4,ARG,Pareja,Varon
250218,2022008083,Mujer,27,1,ARG,Pareja,Varon
250219,2022008084,Mujer,49,1,ARG,Pareja,Varon
250220,2022008085,Mujer,24,13,ARG,Pareja,Varon
250221,2022008086,Mujer,25,3,,Ex pareja,Varon
250222,2022008087,Mujer,50,1,,Ex pareja,Varon
250223,2022008088,Mujer,28,10,ARG,Ex pareja,Varon
250224,2022008089,Mujer,35,1,ARG,Ex pareja,Varon
250225,2022008090,Mujer,48,21,ARG,Ex pareja,Varon
250226,2022008091,Mujer,21,1,ARG,Pareja,Varon
250227,2022008092,Varon,4,6,ARG,Otro,Varon
250228,2022008093,Mujer,18,10,ARG,Ex pareja,Varon
250229,2022008094,Mujer,27,1,ARG,Ex pareja,Varon
250230,2022008095,Mujer,,1,,Ex pareja,Varon
250231,2022008096,Mujer,22,1,PRY,Ex pareja,
250232,2022008097,Mujer,,1,,Otro,Varon
250233,2022008098,Mujer,,13,ARG,Ex pareja,Varon
250234,2022008099,Mujer,25,13,ARG,Ex pareja,Varon
250235,2022008100,Mujer,32,1,,Ex pareja,Varon
250236,2022008101,Mujer,29,21,ARG,Pareja,Varon
250237,2022008102,Mujer,24,10,,Pareja,Varon
250238,2022008103,Mujer,19,1,ARG,Pareja,Varon
250239,2022008104,Mujer,58,24,ARG,Ex pareja,Varon
250240,2022008105,Mujer,61,1,PRY,Otro familiar,Varon
250241,2022008106,Mujer,31,1,ARG,Pareja,Varon
250242,2022008107,Mujer,35,1,ARG,Ex pareja,Varon
250243,2022008108,Mujer,43,21,ARG,Pareja,Varon
250244,2022008109,Mujer,29,22,ARG,Ex pareja,Varon
250245,2022008110,Mujer,25,6,ARG,Pareja,Varon
250246,2022008111,Mujer,45,24,ARG,Pareja,Varon
250247,2022008112,Mujer,,1,ARG,Ex pareja,Varon
250248,2022008113,Mujer,21,5,ARG,Otro,Varon
250249,2022008114,Mujer,38,1,,Pareja,Varon
250250,2022008115,Mujer,,1,,Pareja,Varon
250251,2022008116,Mujer,,1,ARG,Pareja,Varon
250252,2022008117,Mujer,29,1,,Ex pareja,Varon
250253,2022008118,Mujer,27,1,,Pareja,Varon
250254,2022008119,Mujer,50,1,PRY,Pareja,Varon
250255,2022008120,Mujer,41,1,ARG,Pareja,Varon
250256,2022008121,Mujer,29,1,ARG,Ex pareja,Varon
250257,2022008122,Mujer,20,1,,Ex pareja,Varon
250258,2022008123,Mujer,39,1,ARG,Pareja,Varon
250259,2022008124,Mujer,38,1,PRY,Pareja,Varon
250260,2022008125,Mujer,69,1,ARG,Otro familiar,Varon
250261,2022008126,Mujer,23,1,ARG,Pareja,Varon
250262,2022008127,Mujer,43,1,ARG,Pareja,Varon
250263,2022008128,Mujer,36,1,,Ex pareja,Varon
250264,2022008129,Mujer,21,1,,Madre o tutor,Mujer
250265,2022008130,Mujer,,2,BOL,,
250266,2022008131,Mujer,74,2,,Pareja,Varon
250267,2022008132,Mujer,58,2,ARG,Pareja,Varon
250268,2022008133,Mujer,38,1,,,Varon
250269,2022008134,Mujer,28,2,ARG,Pareja,Varon
250270,2022008135,Mujer,38,2,,Ex pareja,Varon
250271,2022008136,Mujer,,2,,Pareja,Varon
250272,2022008137,Mujer,30,1,,Ex pareja,Varon
250273,2022008138,Mujer,46,2,BOL,Pareja,Varon
250274,2022008139,Mujer,,2,ARG,Ex pareja,Varon
250275,2022008140,Mujer,32,,BOL,Pareja,Varon
250276,2022008141,Mujer,31,1,ARG,Ex pareja,Varon
250277,2022008142,Mujer,,21,,Ex pareja,Varon
250278,2022008143,Mujer,,1,,Ex pareja,
250279,2022008144,Mujer,,1,,Ex pareja,Varon
250280,2022008145,Mujer,21,1,ARG,Pareja,Varon
